Formula label,Helper lipid,Lipid wt%,Dlin wt%,Chol wt%,DMG wt%,pDNA wt%,RLU in HepG2,RLU in N2a,RLU in ARPE19
47,18PG,9.18298789130408,73.7944733178639,12.1954376661898,0.158274165806131,4.66882695883606,3.258,5.849,1.609
48,18PG,9.32815977068306,74.9610742658496,12.3882327157757,0.160776288032490,3.16175695965919,1.386,6.913,2.197
49,18PG,17.1855770667482,13.8103264788706,66.3949108284537,0.861682820476350,1.74750280545115,1.253,1.946,0.693
50,18PG,17.3370598705586,13.9320580313480,66.9801508359303,0.869278150510018,0.881453111653010,1.099,1.099,1.099
51,18PG,17.3881493316729,13.9731135126320,67.1775303130222,0.871839770104088,0.589367072568745,1.504,1.792,2.079
52,18PG,29.6483862181109,23.8254375546106,42.9539393304941,0.557462479142427,3.01477441764201,2.862,1.946,1.609
53,18PG,30.1021420570601,24.1900756609275,43.6113309549049,0.565994203366644,1.53045712374076,0.916,1.609,1.386
54,18PG,30.2564962913553,24.3141146943992,43.8349560239574,0.568896442074791,1.02553654821341,1.386,3.258,1.099
55,18PG,39.1000390510036,31.4207839826191,25.1765729299002,0.326745229438094,3.97585880703899,0.916,1.792,1.609
56,18PG,39.8930854261614,32.0580758996305,25.6872166628875,0.333372438159497,2.02824957316112,1.099,2.197,1.386
57,18PG,40.1646317501730,32.2762904742223,25.8620657422300,0.335641654970930,1.36137037840379,1.253,1.386,1.099
58,18PG,46.5142051279159,37.3788064390684,11.2314620340122,0.145763549687504,4.72976284931601,1.386,1.609,1.386
59,18PG,47.6408548549284,38.2841819465035,11.5035063181136,0.149294180018865,2.42216270043560,0,0.693,1.386
60,18PG,48.0286320586800,38.5957996340605,11.5971401860818,0.150509373991358,1.62791874718632,1.099,1.386,1.609
61,18PG,0.168847699219025,27.1371958283865,65.0396550042450,4.22047056525671,3.43383090289266,2.14,5.677,5.242
62,18PG,0.171797313845610,27.6112577795422,66.1758381953450,4.29419831972380,1.74690839154335,1.609,5.17,5.1
63,18PG,0.172803553772858,27.7729806225680,66.5634389623226,4.31935001568518,1.17142684565139,2.303,3.951,3.761
64,18PG,0.297726132470423,47.8505327431056,43.0062232810749,2.79070513933058,6.05481270401852,3.091,5.308,4.86
65,18PG,0.307020902783280,49.3443878760245,44.3488429701972,2.87782870845014,3.12191954254488,4.234,3.178,5.347
66,18PG,0.310249482525145,49.8632850899505,44.8152078811552,2.90809146705854,2.10316607931065,3.135,4.344,3.584
67,18PG,0.399325464118695,64.1795734805568,25.6365060947615,1.66357154511203,8.12102341545100,4.167,5.313,2.89
68,18PG,0.416226385221246,66.8958888805381,26.7215372429976,1.73398000627651,4.23236748496653,3.314,4.554,3.497
69,18PG,0.422182490033040,67.8531538204788,27.1039163573513,1.75879286539750,2.86195446673929,3.57,5.278,1.792
70,18PG,0.481477857127891,77.3831029759112,11.5914940892828,0.752180490624867,9.79174458705328,1.872,4.682,1.946
71,18PG,0.506263890684020,81.3667133510169,12.1882134548970,0.790902044700284,5.14790725870187,2.485,3.497,1.609
72,18PG,0.515102897161609,82.7873181375799,12.4010109695143,0.804710630350741,3.49185736539345,2.603,5.136,1.946
73,18PG,0.335970440729936,26.9985782596033,65.0293581104522,4.21980239232186,3.41629079689269,1.946,5.908,5.338
74,18PG,0.341809036050710,27.4677676690989,66.1594578452733,4.29313538688195,1.73783006269509,1.705,5.13,5.05
75,18PG,0.343800592736141,27.6278091266546,66.5449371529552,4.31814941980511,1.16530370784896,1.946,4.443,3.689
76,18PG,0.592339099170901,47.6003588007423,42.9942192077066,2.78992618627017,6.02315670611003,2.97,5.407,4.673
77,18PG,0.610731764794689,49.0783930622317,44.3292286621729,2.87655592172228,3.10509058907845,3.114,4.625,3.434
78,18PG,0.617119134180974,49.5916819452476,44.7928481665057,2.90664052889597,2.09171022516981,3.114,4.654,3.584
79,18PG,0.794399723965080,63.8379467856780,25.6269093298473,1.66294880404984,8.07779535645970,2.708,4.575,1.609
80,18PG,0.827835138138945,66.5248160360028,26.7055178711026,1.73294049757135,4.20889045718431,2.639,4.736,2.89
81,18PG,0.839614624744950,67.4714153567622,27.0855177956966,1.75759896933668,2.84585325345965,3.45,5.13,1.946
82,18PG,0.957756159756454,76.9652668747346,11.5862626485789,0.751841018628853,9.73887329830120,1.609,5.056,1.609
83,18PG,1.00678070855543,80.9048786885454,12.1793272745036,0.790325413984989,5.11868791441055,1.872,4.205,1.386
84,18PG,1.02425687959149,82.3092634623072,12.3907417411741,0.804044252647244,3.47169366427998,2.996,5.165,1.792
85,18PG,0.665145714967472,26.7255485342300,65.0090767124365,4.21848631763878,3.38174272072726,1.705,6.014,5.056
86,18PG,0.676585912388301,27.1852155583594,66.1272026433424,4.29104232334530,1.71995356256459,1.946,5.198,5.394
87,18PG,0.680487267387712,27.3419719653237,66.5085077930743,4.31578549212009,1.15324748209422,1.253,4.511,3.892
88,18PG,1.17241883050971,47.1077775172388,42.9705837250855,2.78839246259510,5.96082746457095,1.946,5.714,5.62
89,18PG,1.20843519913036,48.5549148676538,44.2906276744090,2.87405107552288,3.07197118328392,1.705,5.17,5.03
90,18PG,1.22093748166458,49.0572564615904,44.7488516165796,2.90378556073964,2.06916887942576,1.705,4.927,3.258
91,18PG,1.57206331938286,63.1654892989934,25.6080190718224,1.66172300145357,7.99270530834781,3.512,4.883,3.258
92,18PG,1.63750374370667,65.7948849291710,26.6740064360021,1.73089569760582,4.16270919351446,2.398,5.236,3.219
93,18PG,1.66054496298555,66.7206809017958,27.0493348184258,1.75525102959861,2.81418828719426,2.079,5.075,2.708
94,18PG,1.89504740690038,76.1429868795885,11.5759674418593,0.751172955169402,9.63482531648248,3.541,5.576,2.197
